product_id,customer_id,quantity,price,date
932,932,84,66,2/18/2024
933,933,41,36,2/21/2024
934,934,61,31,11/14/2023
935,935,26,91,3/7/2024
936,936,55,82,9/27/2023
937,937,14,96,7/18/2024
938,938,87,31,5/14/2024
939,939,27,94,3/5/2024
940,940,91,57,3/24/2024
941,941,25,33,12/24/2023
942,942,68,89,5/30/2024
943,943,82,65,2/1/2024
944,944,5,17,12/20/2023
945,945,47,79,9/2/2024
946,946,12,35,5/20/2024
947,947,21,66,6/29/2024
948,948,41,66,3/7/2024
949,949,30,97,2/26/2024
950,950,44,1,5/9/2024
951,951,64,35,6/13/2024
952,952,15,61,10/29/2023
953,953,100,8,8/22/2024
954,954,19,30,11/21/2023
955,955,1,66,12/22/2023
956,956,94,63,4/4/2024
957,957,27,59,7/28/2024
958,958,50,61,5/12/2024
959,959,55,80,6/6/2024
960,960,15,66,4/10/2024
961,961,38,70,5/2/2024
962,962,1,63,6/23/2024
963,963,7,21,7/30/2024
964,964,86,70,3/12/2024
965,965,48,19,3/31/2024
966,966,64,59,4/26/2024
967,967,31,17,4/26/2024
968,968,43,67,4/5/2024
969,969,20,94,12/13/2023
970,970,32,18,12/10/2023
971,971,61,6,4/10/2024
972,972,87,98,3/5/2024
973,973,60,19,5/20/2024
974,974,89,25,12/14/2023
975,975,17,68,12/28/2023
976,976,6,41,8/13/2024
977,977,57,84,7/31/2024
978,978,78,62,10/20/2023
979,979,25,37,7/13/2024
980,980,65,56,1/27/2024
981,981,66,85,7/31/2024
982,982,98,85,7/23/2024
983,983,57,80,4/16/2024
984,984,13,97,2/18/2024
985,985,5,32,6/3/2024
986,986,45,42,10/3/2023
987,987,83,10,6/25/2024
988,988,12,7,1/4/2024
989,989,38,15,3/27/2024
990,990,50,66,6/21/2024
991,991,21,26,11/19/2023
992,992,35,43,4/30/2024
993,993,23,6,11/29/2023
994,994,49,82,1/22/2024
995,995,1,87,3/19/2024
996,996,33,54,6/1/2024
997,997,59,87,4/12/2024
998,998,31,35,8/5/2024
999,999,91,51,5/23/2024
1000,1000,83,52,5/4/2024
